1	Univ of Michigan - Ann Arbor
2	Univ of Wisconsin - Madison
3	Georgia Southern Univ
5	Lehigh Univ
6	New Jersey Institute of Technology
7	Northeastern Univ
8	Case Western Reserve Univ
10	Univ of Akron
14	Pennsylvania College of Technology
15	Old Dominion Univ
16	Cleveland State Univ
19	Wright State Univ
20	Rochester Institute of Technology
22	Purdue Univ - Northwest
23	McMaster Univ
25	Univ of Calif - Los Angeles
26	Ecole De Technologie Superieure
27	Virginia Tech
29	Texas A&M Univ
30	Ryerson Univ
31	Milwaukee School of Engrg
32	Cornell Univ
33	Univ of Iowa
34	Clarkson University
36	Purdue Univ - W Lafayette
37	Univ of Colorado - Boulder
38	Univ of Nevada - Las Vegas
39	Univ of Nebraska - Lincoln
40	Olin College of Engineering
41	Univ of Oklahoma
43	Univ of Maryland - College Park
44	Univ of Missouri - Kansas City
45	Ohio Northern Univ
46	Georgia Institute of Technology
47	Concordia University
48	Univ of Texas - El Paso
50	Univ of Illinois - Urbana Champaign
51	Marquette Univ
52	Missouri University of Science and Tech
53	Univ of West Florida
54	Montana Tech
55	Manipal University
56	Oklahoma Christian Univ
57	Arizona State Univ Polytechnic
58	San Diego State Univ
59	Alfred State College
61	Instituto Tecnologico de Chihuahua
63	Johns Hopkins Univ
64	Michigan State Univ
65	Univ of Illinois - Chicago
66	Queen's Univ
67	Ferris State University
68	Kansas State Univ - Salina
69	Vellore Institute of Technology
71	Bradley Univ
72	Northern Michigan Univ
73	Univ of Kansas - Lawrence
74	Univ of Evansville
75	Christian Brothers Univ
76	The Ohio State University
77	Michigan Tech Univ
79	Universite Du Quebec at Rimouski
80	North Carolina State Univ - Raleigh
83	Central Michigan Univ
84	Univ of Virginia
85	New Mexico Inst of Mining & Tech
87	Univ of Maryland - Baltimore County
88	Memorial Univ of Newfoundland
89	Clemson Univ
90	Polytechnique Montréal
91	Middle Tennessee State Univ
92	Pittsburg State University
93	West Virginia Univ Inst of Tech
94	Univ of Rochester
95	Youngstown State Univ
96	Universidad Autonoma de Ciudad Juarez
97	New Mexico State Univ
99	McGill Univ
100	Southern Illinois Univ - Edwardville
101	Université Laval
102	North Carolina A & T State Univ
104	Univ of Central Florida
105	Northern Kentucky Univ
106	Alfred Univ
108	Univ of Pittsburgh - Johnstown
109	Kansas State Univ
110	Universite de Sherbrooke
111	ITESM - Campus Saltillo
115	Western Michigan Univ
122	Univ of Arkansas - Fayetteville
126	Murray State Univ
144	Univ of North Carolina - Charlotte
158	Universidade Federal De Minas Gerais
165	Escola de Engenharia de Sao Carlos
171	Univ Federal do Rio Grande do Norte
