Car No.	School Name	Team Name	Status	Time	Distance
5	Lehigh Univ	Lehigh Engineers	OK	43.98800	497.000 Ft
101	Université Laval	Alérion	OK	48.06400	497.000 Ft
58	San Diego State Univ	Aztec Baja	OK	42.81600	497.000 Ft
46	Georgia Institute of Technology	GT Off Road	OK	58.43400	497.000 Ft
7	Northeastern Univ	Skunkworks	OK	46.40100	497.000 Ft
110	Universite de Sherbrooke	Sherbrooke Racing Team	OK	45.16800	497.000 Ft
93	West Virginia Univ Inst of Tech	Golden Bear Racing	OK	0.00000	280.000 Ft
79	Universite Du Quebec at Rimouski	Baja Nordic Wolf	OK	0.00000	409.000 Ft
3	Georgia Southern Univ	Eagle Motorsports	OK	38.77900	497.000 Ft
48	Univ of Texas - El Paso	Mad Pete Motorsports	OK	0.00000	122.000 Ft
23	McMaster Univ	McMaster Baja Racing	OK	0.00000	290.000 Ft
52	Missouri University of Science and Tech	Miner Baja	OK	0.00000	462.000 Ft
95	Youngstown State Univ	Penguin Powersports	OK	45.84000	497.000 Ft
101	Université Laval	Alérion	OK	0.00000	397.000 Ft
2	Univ of Wisconsin - Madison	Badger Racing	OK	0.00000	439.000 Ft
68	Kansas State Univ - Salina	Baja SAE Salina	OK	0.00000	495.000 Ft
51	Marquette Univ	Eagle Racing	OK	0.00000	48.000 Ft
6	New Jersey Institute of Technology	Highlander Racing	OK	0.00000	84.000 Ft
7	Northeastern Univ	Skunkworks	OK	44.53200	497.000 Ft
54	Montana Tech	MTBaja	OK	0.00000	309.000 Ft
46	Georgia Institute of Technology	GT Off Road	OK	0.00000	304.000 Ft
52	Missouri University of Science and Tech	Miner Baja	OK	48.46800	497.000 Ft
95	Youngstown State Univ	Penguin Powersports	OK	0.00000	47.000 Ft
27	Virginia Tech	VT Baja	OK	0.00000	46.000 Ft
45	Ohio Northern Univ	Polar Bear Racing	OK	40.02500	497.000 Ft
29	Texas A&M Univ	12th Man Racing	OK	0.00000	47.000 Ft
110	Universite de Sherbrooke	Sherbrooke Racing Team	OK	40.93700	497.000 Ft
51	Marquette Univ	Eagle Racing	OK	53.57800	497.000 Ft
5	Lehigh Univ	Lehigh Engineers	OK	0.00000	44.000 Ft
57	Arizona State Univ Polytechnic	Sun Devil Racing	OK	45.21900	497.000 Ft
19	Wright State Univ	Raider Baja	OK	0.00000	88.000 Ft
19	Wright State Univ	Raider Baja	OK	0.00000	327.000 Ft
73	Univ of Kansas - Lawrence	JMS Baja	OK	0.00000	48.000 Ft
31	Milwaukee School of Engrg	MSOE Baja	OK	53.60200	497.000 Ft
48	Univ of Texas - El Paso	Mad Pete Motorsports	OK	0.00000	306.000 Ft
31	Milwaukee School of Engrg	MSOE Baja	OK	0.00000	199.000 Ft
73	Univ of Kansas - Lawrence	JMS Baja	OK	0.00000	398.000 Ft
102	North Carolina A & T State Univ	Aggie Racing	OK	45.27100	497.000 Ft
40	Olin College of Engineering	Olin Baja	OK	0.00000	43.000 Ft
106	Alfred Univ	Saxon Racing	OK	0.00000	315.000 Ft
40	Olin College of Engineering	Olin Baja	OK	0.00000	270.000 Ft
27	Virginia Tech	VT Baja	OK	0.00000	455.000 Ft
104	Univ of Central Florida	Knights Racing	OK	46.78600	497.000 Ft
3	Georgia Southern Univ	Eagle Motorsports	OK	39.43300	497.000 Ft
41	Univ of Oklahoma	Sooner Off-Road	OK	0.00000	270.000 Ft
67	Ferris State University	Ferris State Baja Racing	OK	0.00000	316.000 Ft
41	Univ of Oklahoma	Sooner Off-Road	OK	0.00000	260.000 Ft
67	Ferris State University	Ferris State Baja Racing	OK	62.98300	497.000 Ft
144	Univ of North Carolina - Charlotte	49er Racing	OK	0.00000	10.000 Ft
165	Escola de Engenharia de Sao Carlos	EESC USP	OK	52.51700	497.000 Ft
38	Univ of Nevada - Las Vegas	Rebel Racing	OK	43.33400	497.000 Ft
165	Escola de Engenharia de Sao Carlos	EESC USP	OK	43.30300	497.000 Ft
87	Univ of Maryland - Baltimore County	UMBC Racing	OK	0.00000	280.000 Ft
44	Univ of Missouri - Kansas City	UMKC Baja Racing	OK	0.00000	299.000 Ft
25	Univ of Calif - Los Angeles	Bruin Racing	OK	0.00000	42.000 Ft
56	Oklahoma Christian Univ	Rocky Road Racing	OK	0.00000	61.000 Ft
15	Old Dominion Univ	Whiskey Throttle Racing	OK	48.35900	497.000 Ft
158	Universidade Federal De Minas Gerais	Baja UFMG	OK	49.27200	497.000 Ft
171	Univ Federal do Rio Grande do Norte	Car-Kará	OK	0.00000	316.000 Ft
105	Northern Kentucky Univ	Norse Baja	OK	54.13100	497.000 Ft
144	Univ of North Carolina - Charlotte	49er Racing	OK	0.00000	43.000 Ft
