1	Cornell Univ
2	Ohio Northern Univ
3	Northeastern Univ
4	Ecole De Technologie Superieure
5	LeTourneau Univ
6	Univ of Michigan - Ann Arbor
8	Univ of Louisville
9	Rochester Institute of Technology
10	Univ of Tennessee -Chattanooga
11	Universidade Federal de Pernambuco
12	Escola Politécnica da Universidade de São Paulo
13	Centro Universitario Da FEI
14	Northwestern Univ
15	Georgia Southern Univ
16	Univ of Tennessee - Knoxville
18	Kansas State Univ - Salina
17	Union College
19	Univ of Puerto Rico
20	SUNY - Buffalo
21	Southern Alberta Inst of Tech
22	Rowan Univ
23	McGill Univ
24	Univ of Nebraska - Lincoln
26	Missouri University of Science and Tech
25	Florida Inst of Tech
27	Univ of Colorado - Colorado Springs
28	McMaster Univ
30	Virginia Western Comm Coll
29	Clemson Univ
31	Pittsburg State University
32	Univ of New Orleans
33	Tennessee Tech Univ
34	Penn State Univ - Altoona
35	Univ of Oklahoma
36	West Virginia Univ Inst of Tech
37	Univ of Arizona
38	Queen's Univ - Ontario Canada
39	Southern Illinois Univ at Carbondale
40	Universite Du Quebec at Rimouski
42	North Carolina State Univ - Raleigh
41	Universidad Catolica Andres Bello
43	Kettering Univ
44	Univ of Illinois - Urbana Champaign
45	Iowa State Univ
46	Fairmont State Univ
47	Univ of North Carolina - Charlotte
48	Montana State Univ - Bozeman
49	Univ of Maryland - Baltimore County
50	Lehigh Univ
51	Univ of Cincinnati
52	Universite Laval
53	Kansas State Univ
54	Univ of Colorado - Denver
55	Michigan State Univ
56	Johns Hopkins Univ
57	Escuela Sup de Ing Automotriz Ecatepec
58	Royal Military College of Canada
59	Central Michigan Univ
60	Case Western Reserve Univ
61	Franklin W Olin College of Engineering
62	Univ of Missouri - Kansas City
63	South Dakota Sch of Mines & Tech
64	Oklahoma State Univ
65	Univ of Rochester
66	Cairo University
67	Lipscomb Univ
68	New Mexico State Univ
69	Univ of Virginia
70	Purdue Univ - Calumet
71	Arizona State Univ Polytechnic
72	North Carolina A & T State Univ
73	Arizona State Univ - Tempe
74	Univ of Akron
75	Univ of Memphis
76	Univ of Wisconsin - Madison
77	Auburn Univ
78	Univ of British Columbia
79	Conestoga College
80	Univ of Regina
81	Univ of Arkansas - Fayetteville
82	Univ of Western Ontario
83	Univ of Alabama - Tuscaloosa
84	Montana Tech
85	Univ of Calif - Los Angeles
86	Pennsylvania College of Technology
87	Colorado School of Mines
89	Univ of Toronto
88	Univ of Kentucky - Paducah
90	Univ of Maryland - College Park
92	Univ of Evansville
91	Government College of Engrg Pune
93	Ecole Polytechnique De Montreal
94	Universidad Nacional Autónoma de México
95	Gyeongsang National Univ
96	College of New Jersey
97	Wichita State Univ
99	Baylor Univ
98	Lawrence Technological Univ
100	Instituto Technolgico de Buenos Aires
101	Instituto Tecnologico de Queretaro
102	Alfred Univ
104	Ohio State Univ
103	Univ of Arkansas- Fort Smith
106	Purdue Univ - W Lafayette
107	Boston Univ
109	Concordia University
111	Univ of Missouri
110	California Polytechnic State Univ-SLO
112	Christian Brothers Univ
113	North Dakota State Univ
114	Univ of Alaska - Anchorage
116	George Washington Univ
115	Manipal Institute of Tech
117	West Virginia Univ
118	Military Inst of Science & Technology
119	Olympic College
	
	
You are connected to the Internet site http://results.bajasae.net	
	
Last Data Update: May 24 2014 6:57PM EST	
	
BajaSAE Mobile build 2014.325.0.0	
